His rheumy eyes began to cloud.	A sus ojos rheumy comenzó a nube.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The response has been complicated even in places like rural Mesa County, where voters rejected the marijuana initiative.	La respuesta ha sido complicada incluso en lugares como el condado rural de Mesa, donde los votantes rechazaron la iniciativa de la marihuana.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
But increasingly, some academics and child development experts are coming out in praise of boredom.	Sin embargo, cada vez más, algunos académicos y expertos en desarrollo infantil están saliendo en elogios de aburrimiento.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
It's one thing to read posthumous appraisals of Jobs" career, but there's something raw and inspiring about the Jobs we see here, the anxious dreamer on the brink of greatness.	Es una cosa leer a título póstumo valoraciones de Jobs "carrera, pero hay algo de materias primas e inspiradora sobre la Jobs vemos aquí, la ansiedad soñador al borde de la grandeza.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
They want to create a post on the college's equal opportunities committee to ensure that their opinions can be aired freely.	Quieren crear un puesto en el comité de igualdad de oportunidades del College para asegurarse de que pueden manifestar sus opiniones libremente.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
On cue, several hundred soldiers, sailors, airmen and Marines strode into position around him.	Por ejemplo, varios cientos de soldados, marinos, aviadores y marines llegó a posición en torno a él.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Advocates for legalized marijuana are hoping the Justice Department yields.	Aboga por la legalización de la marihuana esperan que el Departamento de Justicia de los rendimientos.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
A WTO ruling is likely in mid-2013.	Un fallo de la OMC es probable a mediados de 2013.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
"You'd have to go through the party and they would never allow you access," says Bartlett.	"Habría que ir a través del partido y nunca se le permite el acceso", señala Bartlett.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
And the problems in the municipality are also gritty and urban.	Y los problemas en el municipio también son valientes y urbana.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
And two people chained themselves to trees, Mr. Kelly said.	Y dos personas encadenados a sí mismos a los árboles, el Sr. Kelly dijo.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The suit will list Mr. Walcott and the city's Department of Education as defendants, and counts eight laid-off workers as plaintiffs, all of them black or Latino women, as were most of the aides who lost their jobs.	El pleito estará lista el Sr. Walcott y la ciudad del Departamento de Educación como imputados, y cuenta con ocho trabajadores despedidos como demandantes, todos ellos negros o latinos mujeres, al igual que la mayoría de los asistentes que perdieron sus puestos de trabajo.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
On how he learned to run a business:	Sobre cómo aprendió a correr un negocio:	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The lights and prerecorded messages booming from the loudspeakers seemed to cow many protesters.	Las luces y prerecorded mensajes en auge de los altavoces parecía vaca muchos manifestantes.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Tears pricked the back of my eyes.	Las lágrimas pinchó el de mis ojos.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Reporters in the park were forced to leave.	Los reporteros en el parque se vieron obligados a abandonar.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Other lawmakers have been unsuccessful so far in bringing their amendments to the floor, but not for lack of trying.	Otros legisladores han sido infructuosos hasta ahora en que sus enmiendas a la palabra, pero no por falta de esfuerzos.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Pena Nieto was also eager to talk about the growth of the Mexican economy, which is one reason that Mexicans are now just as likely to stay in Mexico as venture to the United States.	Peña Nieto también estaba dispuesto a hablar sobre el crecimiento de la economía mexicana, que es una de las razones de que los mexicanos son ahora tan probable permanecer en México como aventurarse a los Estados Unidos.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
He was incredulous.	Fue incrédulos.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The military said they put him on this restrictive status -- a step below suicide watch -- for his protection and the safety of others.	Los militares dijeron que pondría en esta condición restrictiva -- un paso por debajo de los riesgos de suicidio - para su protección y la seguridad de los demás.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The sequester is a threat to the national security interests of the United States, and it should not be allowed to occur.	El secuestrar es una amenaza para los intereses de seguridad nacional de los Estados Unidos, y que no debe permitirse que suceda.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
In her first television interview since the January shooting that killed six and wounded 13, Giffords smiled, laughed and sang - and described her recovery as "difficult."	En su primera entrevista por televisión desde enero de los disparos que mataron a seis y 13 heridos, Giffords sonrió, se rió y cantó - y describió su recuperación como "difícil".	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Petronella Wyatt: I was bullied out of Oxford for being a Tory	Petronella Wyatt: Yo era acosado de Oxford por ser "tory"	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Months later, Giffords is seen sitting up in a wheelchair as therapists teach her how to perform simple actions.	Meses más tarde, Giffords es visto sentado en una silla de ruedas como terapeutas enseñar cómo llevar a cabo medidas simples.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
I've been a lifelong critic of the Feres Doctrine.	He sido un crítico permanente de la Doctrina Feres.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
"They were rolled out like some sort of orphan kid," the officer wrote in an e-mail.	"Se extendió como una especie de chiquillos huérfanos", el funcionario escribió en un correo electrónico.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Elizabeth Thomas, a spokeswoman for the city's Law Department, said the city had not seen the lawsuit and therefore could not comment on its specific allegations.	Elizabeth Thomas, un portavoz del Departamento de Derecho de la ciudad, dijo que la ciudad no había visto la demanda y, por lo tanto, no podía comentar sus denuncias concretas.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
